sensor_type,device_type,timestamps,distance
proximity-pa224,smartphone,1528450243148000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450243249000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450243350000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450243449000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450243550000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450243651000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450243750000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450243850000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254114000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254215000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254315000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254415000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254516000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254616000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254716000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450254816000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436147000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436250000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436351000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436451000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436551000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436654000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450436751000000,5.0,25.0,0.0
proximity-pa224,smartphone,1528450436850000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450441135000000,0.0,239.0,1.0
proximity-pa224,smartphone,1528450441241000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450441341000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450441441000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450441541000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450441641000000,0.0,253.0,1.0
proximity-pa224,smartphone,1528450441740000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450441840000000,0.0,255.0,1.0
proximity-pa224,smartphone,1528450625841000000,5.0,23.0,0.0
proximity-pa224,smartphone,1528450625941000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626040000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626141000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626241000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626341000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626441000000,5.0,24.0,0.0
proximity-pa224,smartphone,1528450626541000000,5.0,24.0,0.0
